,salary,age,elevel,car,zipcode,credit,brand
3991,67865.22442,63,Some College,Jeep,West South Central,64492.57823,Acer
3992,50671.30576,73,Some College,Lincoln,West South Central,158602.7968,Acer
3993,29212.87975,62,4-Year College Degree,Buick,Mid-Alantic,435768.2235,Acer
3994,130591.6206,27,Some College,Buick,East North Central,274244.2164,Sony
3995,116309.4074,51,Some College,Chevrolet,New England,241387.7341,Acer
3996,118512.4809,76,"Master's, Doctoral or Professional Degree",Chrysler,New England,362366.8873,Sony
3997,45337.01511,71,Some College,Kia,West South Central,43682.07969,Acer
3998,138532.0375,46,Some College,Subaru,South Atlantic,323908.6583,Sony
3999,39000.76624,43,"Master's, Doctoral or Professional Degree",Honda,South Atlantic,175493.9721,Sony
4000,66039.27101,52,Some College,Mercedes Benz,East North Central,299711.3006,Sony
4001,58567.74671,47,Some College,Mitsubishi,West South Central,393909.3172,Sony
4002,115238.2147,71,4-Year College Degree,Hyundai,West South Central,144119.4817,Sony
4003,120901.3957,59,Less than High School Degree,Subaru,West North Central,69087.21977,Sony
4004,27117.24442,50,"Master's, Doctoral or Professional Degree",Jeep,Pacific,395299.8037,Sony
4005,20000.0,45,Less than High School Degree,Kia,West North Central,171517.9151,Sony
4006,82411.61125,25,4-Year College Degree,Hyundai,West South Central,292570.6528,Acer
4007,137670.5462,75,"Master's, Doctoral or Professional Degree",Mercedes Benz,New England,475342.335,Sony
4008,85941.36146,48,Less than High School Degree,Subaru,South Atlantic,415198.3041,Acer
4009,85780.18169,38,4-Year College Degree,Hyundai,West North Central,214947.1819,Acer
4010,104019.8085,49,4-Year College Degree,Kia,West North Central,154703.3216,Acer
4011,96254.18505,31,"Master's, Doctoral or Professional Degree",Ford,East South Central,412879.9396,Acer
4012,144817.7704,77,"Master's, Doctoral or Professional Degree",None,East North Central,349423.0944,Sony
4013,26621.86614,41,4-Year College Degree,Hyundai,East North Central,448762.2774,Sony
4014,90744.99254,28,4-Year College Degree,Subaru,West South Central,78965.51362,Acer
4015,31992.21199,68,Some College,Lincoln,West North Central,120194.972,Acer
4016,77631.12558,69,Less than High School Degree,Nissan,Pacific,483107.5539,Sony
4017,73184.21911,66,4-Year College Degree,Jeep,New England,463950.5522,Acer
4018,52468.05533,58,"Master's, Doctoral or Professional Degree",Subaru,West North Central,454787.7152,Acer
4019,90434.22601,22,"Master's, Doctoral or Professional Degree",Honda,New England,58433.43764,Acer
4020,20000.0,65,Some College,Mitsubishi,Mid-Alantic,283890.678,Sony
4021,127223.4821,27,Less than High School Degree,Jeep,West North Central,498794.3494,Sony
4022,74294.41263,59,"Master's, Doctoral or Professional Degree",Chrysler,Pacific,122387.239,Sony
4023,34141.44623,64,4-Year College Degree,Lincoln,East North Central,99374.14303,Acer
4024,130193.6883,30,Less than High School Degree,Subaru,New England,335394.4671,Sony
4025,32454.18561,61,Less than High School Degree,Nissan,West South Central,276255.7056,Acer
4026,107233.6262,44,High School Degree,Ram,Mid-Alantic,125335.8216,Acer
4027,104323.806,48,4-Year College Degree,Hyundai,West South Central,474395.2425,Acer
4028,42758.76165,60,Some College,Buick,Mid-Alantic,430539.6054,Acer
4029,94719.39903,71,Some College,Chevrolet,Mid-Alantic,13192.32978,Sony
4030,95702.42124,39,"Master's, Doctoral or Professional Degree",Buick,West North Central,413201.9599,Acer
4031,27698.69932,37,4-Year College Degree,Lincoln,Mid-Alantic,61536.00758,Sony
4032,69968.73699,67,Less than High School Degree,Ram,West North Central,3788.847895,Acer
4033,109595.3646,52,High School Degree,Toyota,East South Central,113632.1123,Acer
4034,35798.40792,52,"Master's, Doctoral or Professional Degree",Honda,West North Central,101504.9878,Sony
4035,41780.90731,20,"Master's, Doctoral or Professional Degree",Chevrolet,East South Central,250596.0641,Sony
4036,106560.8995,35,Some College,Ford,East North Central,439602.0486,Sony
4037,122310.8124,29,High School Degree,Mitsubishi,Mountain,111385.0227,Sony
4038,20000.0,38,Less than High School Degree,Lincoln,Mid-Alantic,81801.04534,Sony
4039,128209.5233,47,"Master's, Doctoral or Professional Degree",Mazda,Mid-Alantic,87977.32699,Sony
4040,126983.0298,24,Some College,Ford,South Atlantic,128696.0365,Sony
4041,112038.0478,74,High School Degree,Buick,West North Central,380833.2225,Sony
4042,117531.3807,26,High School Degree,Buick,Mountain,348914.4336,Sony
4043,63875.80836,45,High School Degree,Mitsubishi,East South Central,177813.4652,Sony
4044,26078.6716,42,Some College,BMW,East South Central,398112.1981,Sony
4045,79922.61046,46,High School Degree,Chevrolet,East North Central,498928.6506,Acer
4046,55074.79841,66,4-Year College Degree,None,South Atlantic,411307.9237,Acer
4047,26141.79116,24,Some College,Mazda,Mid-Alantic,438762.7303,Sony
4048,106370.7117,25,High School Degree,Hyundai,West North Central,440910.3896,Sony
4049,127288.1427,29,4-Year College Degree,Chrysler,East North Central,133670.6938,Sony
4050,24663.03457,53,Less than High School Degree,Honda,Pacific,419123.5443,Sony
4051,122985.172,35,"Master's, Doctoral or Professional Degree",None,Mid-Alantic,60086.34222,Sony
4052,87274.26959,48,Less than High School Degree,Mercedes Benz,South Atlantic,270349.4837,Acer
4053,55441.39689,52,4-Year College Degree,Kia,East South Central,239017.319,Sony
4054,21009.57777,34,4-Year College Degree,Dodge,New England,68169.23941,Sony
4055,98346.19269,36,Less than High School Degree,Ford,South Atlantic,234620.7077,Acer
4056,43827.48552,30,High School Degree,Hyundai,West North Central,177814.2283,Sony
4057,144874.2568,43,Less than High School Degree,Toyota,Mid-Alantic,1587.132044,Sony
4058,124186.0524,72,High School Degree,Mercedes Benz,Pacific,361644.2576,Sony
4059,130656.4114,35,Less than High School Degree,Lincoln,Pacific,390990.3291,Sony
4060,46139.39871,60,4-Year College Degree,Ford,Pacific,185507.9637,Acer
4061,39581.97771,27,"Master's, Doctoral or Professional Degree",Mitsubishi,East North Central,163224.7508,Sony
4062,44924.89345,32,High School Degree,Cadillac,West South Central,0.0,Acer
4063,94262.26427,39,High School Degree,Kia,East South Central,140044.9748,Acer
4064,128461.107,54,4-Year College Degree,Subaru,Pacific,159135.8011,Sony
4065,120088.6858,59,"Master's, Doctoral or Professional Degree",Dodge,Mountain,356281.2871,Acer
4066,102054.4288,39,4-Year College Degree,Kia,Mountain,140012.4835,Sony
4067,20000.0,40,Less than High School Degree,Ram,Pacific,351345.4007,Sony
4068,49970.6368,77,4-Year College Degree,None,New England,329394.4369,Acer
4069,110453.9767,50,High School Degree,Toyota,West South Central,500000.0,Acer
4070,69950.63894,53,High School Degree,Ram,Mountain,47182.25846,Sony
4071,26682.22601,62,"Master's, Doctoral or Professional Degree",Hyundai,Mountain,111934.6408,Acer
4072,80740.52218,79,"Master's, Doctoral or Professional Degree",Chrysler,West North Central,495572.3729,Sony
4073,77069.90614,33,"Master's, Doctoral or Professional Degree",Subaru,East North Central,177515.881,Acer
4074,60155.67227,23,4-Year College Degree,Honda,Mountain,352188.9149,Acer
4075,25363.63393,29,Less than High School Degree,Jeep,South Atlantic,177703.0503,Sony
4076,139476.1424,58,4-Year College Degree,Lincoln,East South Central,471641.1648,Sony
4077,135599.8904,71,Some College,Honda,West North Central,429085.9682,Sony
4078,109846.6218,22,4-Year College Degree,Ford,Pacific,305998.3853,Sony
4079,119419.0321,71,4-Year College Degree,Buick,West North Central,479333.6895,Sony
4080,48181.32118,67,Some College,Jeep,East North Central,474697.0446,Acer
4081,41787.23854,80,4-Year College Degree,Ram,New England,27645.95001,Acer
4082,65739.30494,45,Some College,Subaru,Mid-Alantic,45795.32446,Sony
4083,145761.9657,57,"Master's, Doctoral or Professional Degree",Buick,East North Central,75804.0445,Sony
4084,109573.6359,45,4-Year College Degree,Toyota,Mountain,444421.9374,Acer
4085,85587.76705,48,4-Year College Degree,Toyota,West South Central,59882.36753,Acer
4086,110505.248,28,Less than High School Degree,Chevrolet,Mountain,47313.14744,Sony
4087,48857.70132,69,4-Year College Degree,Cadillac,West North Central,500000.0,Acer
4088,75947.15611,75,Some College,Ram,East North Central,490163.3835,Acer
4089,150000.0,20,4-Year College Degree,BMW,West South Central,423556.3737,Sony
4090,64797.59135,29,Some College,Jeep,East North Central,190062.8606,Acer
4091,89096.84069,58,Some College,BMW,South Atlantic,29542.10104,Acer
4092,141305.9428,30,Less than High School Degree,Nissan,West North Central,246850.0927,Sony
4093,146852.6801,47,4-Year College Degree,Subaru,South Atlantic,302414.3256,Sony
4094,89223.73025,66,High School Degree,Mercedes Benz,Pacific,259158.3944,Sony
4095,55792.0071,37,High School Degree,Jeep,East South Central,419523.8297,Sony
4096,33639.1264,45,High School Degree,Toyota,South Atlantic,467242.4357,Sony
4097,61531.80912,78,High School Degree,Subaru,East North Central,337323.7547,Acer
4098,133584.4077,79,High School Degree,Chevrolet,Pacific,168913.5142,Sony
4099,145895.9548,22,Less than High School Degree,Dodge,Pacific,339638.6992,Sony
4100,78430.24096,80,Some College,Toyota,South Atlantic,33001.32751,Acer
4101,57518.8993,65,Some College,Ram,South Atlantic,376550.8129,Acer
4102,112690.0153,80,Less than High School Degree,Dodge,New England,73791.0621,Sony
4103,111459.4833,77,"Master's, Doctoral or Professional Degree",Dodge,South Atlantic,155726.1079,Sony
4104,126104.6202,36,Less than High School Degree,Honda,Pacific,382991.0684,Sony
4105,80815.98034,48,"Master's, Doctoral or Professional Degree",Ram,East South Central,132229.3547,Acer
4106,110674.6743,50,4-Year College Degree,Honda,Mid-Alantic,245301.3852,Acer
4107,101981.4416,25,4-Year College Degree,Chrysler,Mountain,483972.0976,Acer
4108,27533.71311,55,High School Degree,Subaru,East North Central,57043.74222,Sony
4109,45678.49932,56,4-Year College Degree,Subaru,West North Central,428998.3411,Sony
4110,26122.29574,65,High School Degree,Kia,South Atlantic,220305.6251,Sony
4111,42875.09943,67,"Master's, Doctoral or Professional Degree",Kia,Mountain,90308.5313,Acer
4112,131897.1954,39,High School Degree,Cadillac,Mid-Alantic,110049.7995,Sony
4113,104996.0206,70,"Master's, Doctoral or Professional Degree",Lincoln,South Atlantic,425730.2409,Sony
4114,45866.4388,65,4-Year College Degree,Dodge,East North Central,422288.1845,Acer
4115,64643.18675,20,"Master's, Doctoral or Professional Degree",Cadillac,East South Central,217912.4971,Acer
4116,141150.5875,67,Some College,Toyota,East North Central,0.0,Sony
4117,73548.89609,68,High School Degree,Buick,Mountain,487076.9985,Sony
4118,80457.33116,65,"Master's, Doctoral or Professional Degree",Ford,Mid-Alantic,130982.355,Sony
4119,77294.61449,78,4-Year College Degree,Nissan,East South Central,73927.3075,Sony
4120,139961.7022,29,Less than High School Degree,Mitsubishi,New England,62763.7636,Sony
4121,53452.42554,55,Some College,Subaru,South Atlantic,7870.960622,Sony
4122,90146.06857,64,Less than High School Degree,Lincoln,Mountain,202720.752,Sony
4123,44799.72844,37,4-Year College Degree,Ford,West North Central,322567.8896,Sony
4124,95669.3607,79,Some College,Hyundai,Mountain,192678.599,Sony
4125,123170.0926,46,4-Year College Degree,Mitsubishi,West North Central,41475.64075,Acer
4126,45367.16664,42,Some College,Subaru,West South Central,81801.36601,Sony
4127,126479.9281,77,4-Year College Degree,Toyota,East North Central,451957.6041,Sony
4128,43110.51414,35,Less than High School Degree,Ford,New England,4862.664168,Sony
4129,26390.09641,20,"Master's, Doctoral or Professional Degree",BMW,Mid-Alantic,419611.0246,Sony
4130,124384.9407,71,"Master's, Doctoral or Professional Degree",Dodge,New England,272620.9501,Sony
4131,33788.15998,38,"Master's, Doctoral or Professional Degree",Mercedes Benz,West South Central,0.0,Sony
4132,122181.6295,35,Less than High School Degree,Ram,West South Central,105949.3234,Sony
4133,125608.99,78,"Master's, Doctoral or Professional Degree",Lincoln,Pacific,90371.47294,Sony
4134,120535.6362,46,Some College,Dodge,East South Central,425832.3608,Acer
4135,89921.52425,65,"Master's, Doctoral or Professional Degree",Mazda,Mountain,102870.5313,Sony
4136,52884.69472,27,"Master's, Doctoral or Professional Degree",Toyota,South Atlantic,159141.7239,Acer
4137,125551.7424,69,Less than High School Degree,Chrysler,South Atlantic,441989.5839,Sony
4138,121072.5109,24,Some College,Ram,East South Central,374641.8799,Sony
4139,134020.0136,38,Less than High School Degree,Toyota,South Atlantic,22827.37858,Sony
4140,91541.28751,31,Some College,Kia,Mountain,157311.1041,Acer
4141,35735.57872,38,Less than High School Degree,Buick,West South Central,439896.8388,Sony
4142,35844.3657,60,"Master's, Doctoral or Professional Degree",Nissan,West South Central,243860.2678,Acer
4143,95440.03586,20,4-Year College Degree,Chevrolet,West North Central,422119.5167,Sony
4144,86203.28352,74,Some College,Jeep,West South Central,284254.1899,Sony
4145,29081.35286,71,Less than High School Degree,Dodge,South Atlantic,493649.9935,Acer
4146,112030.6443,51,Some College,Chrysler,South Atlantic,244311.0762,Acer
4147,133582.7727,77,4-Year College Degree,Chrysler,Pacific,37142.28279,Sony
4148,110678.4835,67,"Master's, Doctoral or Professional Degree",BMW,South Atlantic,192837.3674,Sony
4149,113006.868,77,Less than High School Degree,Ford,Mid-Alantic,269973.715,Sony
4150,47596.812,56,Less than High School Degree,Buick,West South Central,153321.2937,Sony
4151,95238.62838,51,"Master's, Doctoral or Professional Degree",Toyota,Mid-Alantic,465032.6213,Acer
4152,87164.14369,71,Less than High School Degree,Toyota,New England,193137.1855,Sony
4153,102628.9736,39,4-Year College Degree,None,West North Central,95308.401,Acer
4154,64462.74609,43,Some College,Ram,West North Central,137497.0342,Sony
4155,43650.34762,30,Less than High School Degree,Kia,New England,124834.7338,Sony
4156,128620.8629,56,Less than High School Degree,Kia,East South Central,298971.9555,Acer
4157,29510.7294,46,High School Degree,Buick,Mid-Alantic,78109.97653,Sony
4158,144001.633,23,4-Year College Degree,Nissan,South Atlantic,330579.9419,Sony
4159,37470.1771,79,4-Year College Degree,Buick,Mountain,418219.9691,Acer
4160,82012.41628,24,High School Degree,Cadillac,East South Central,161189.4979,Acer
4161,75660.0718,41,High School Degree,Subaru,East North Central,268497.5699,Sony
4162,134258.3642,23,Some College,Buick,Pacific,441116.4752,Sony
4163,87658.57831,54,Some College,BMW,New England,106091.6254,Acer
4164,103840.847,43,Less than High School Degree,Nissan,South Atlantic,301185.4293,Acer
4165,136943.3299,76,High School Degree,None,New England,93867.95794,Sony
4166,69089.77295,36,Some College,Chrysler,Mountain,231963.8545,Acer
4167,136722.5203,27,Less than High School Degree,Ram,East South Central,46197.05554,Sony
4168,109406.9797,64,Some College,Jeep,New England,321613.6735,Sony
4169,35720.33187,50,Some College,Mercedes Benz,New England,348652.1968,Sony
4170,137518.6638,42,4-Year College Degree,None,East North Central,325748.343,Sony
4171,89017.21229,65,Less than High School Degree,Hyundai,Pacific,483638.6878,Sony
4172,62854.74179,23,4-Year College Degree,Chrysler,New England,463303.3432,Acer
4173,92357.64456,69,High School Degree,Cadillac,East South Central,291341.7291,Sony
4174,125205.6877,49,Some College,Ford,West South Central,45966.40459,Sony
4175,102407.0703,74,Less than High School Degree,Mazda,Pacific,248828.1405,Sony
4176,80821.3791,42,Some College,Chrysler,East North Central,158914.9009,Acer
4177,20000.0,74,"Master's, Doctoral or Professional Degree",Ford,West North Central,361800.6762,Sony
4178,57900.7521,64,Some College,BMW,East North Central,449772.6698,Acer
4179,30325.45202,68,High School Degree,Mazda,South Atlantic,54570.30164,Acer
4180,97877.88397,66,Some College,Ram,East North Central,177078.685,Sony
4181,59032.07466,75,4-Year College Degree,Ford,East South Central,404137.2081,Acer
4182,113943.082,46,4-Year College Degree,Ram,New England,484520.4126,Acer
4183,51789.61829,42,Less than High School Degree,Buick,Mountain,426806.976,Sony
4184,77327.87339,34,Less than High School Degree,Subaru,South Atlantic,281489.431,Acer
4185,24909.71989,40,4-Year College Degree,Cadillac,Mountain,336510.5881,Sony
4186,41447.18199,72,High School Degree,Chrysler,Mid-Alantic,84946.79927,Acer
4187,150000.0,46,4-Year College Degree,Lincoln,Mountain,183476.2556,Sony
4188,28709.05266,22,Less than High School Degree,Honda,East North Central,110062.1351,Sony
4189,60683.1354,45,Less than High School Degree,Mercedes Benz,South Atlantic,441882.5961,Sony
4190,31150.47521,59,High School Degree,Mercedes Benz,East South Central,120311.5074,Acer
4191,116770.8716,30,"Master's, Doctoral or Professional Degree",Lincoln,Mountain,413644.8756,Sony
4192,28824.86823,54,High School Degree,Ram,New England,119046.5652,Sony
4193,127768.8723,58,"Master's, Doctoral or Professional Degree",Kia,New England,109344.6707,Sony
4194,110882.1731,80,High School Degree,Kia,East South Central,22412.90097,Sony
4195,66182.50284,72,High School Degree,Chrysler,East North Central,174281.5774,Acer
4196,101415.9254,20,4-Year College Degree,Kia,East North Central,257991.7546,Sony
4197,150000.0,39,High School Degree,Chrysler,East South Central,159990.1361,Sony
4198,113899.0029,32,High School Degree,Kia,West South Central,291437.2152,Sony
4199,104316.9914,74,4-Year College Degree,Lincoln,East North Central,433548.9742,Sony
4200,119633.0048,34,High School Degree,Mitsubishi,South Atlantic,248449.2211,Sony
4201,114872.2843,37,Less than High School Degree,Mitsubishi,West South Central,223550.8481,Sony
4202,112986.6384,22,Some College,Honda,East North Central,44493.81353,Sony
4203,21868.45261,76,Some College,Cadillac,South Atlantic,209189.6978,Acer
4204,33828.82714,27,4-Year College Degree,Ford,East South Central,337531.4861,Sony
4205,39627.83895,75,4-Year College Degree,Hyundai,East South Central,55088.73082,Acer
4206,25396.92889,40,"Master's, Doctoral or Professional Degree",Cadillac,Mountain,237547.9146,Sony
4207,132543.2098,20,High School Degree,Lincoln,South Atlantic,370588.5278,Sony
4208,62574.91407,49,4-Year College Degree,Hyundai,West North Central,130993.9176,Sony
4209,101250.0666,47,High School Degree,Jeep,East South Central,452371.5185,Acer
4210,30426.92699,56,4-Year College Degree,Ram,West South Central,205385.6319,Sony
4211,95853.42304,66,High School Degree,Mazda,Mountain,246540.1775,Sony
4212,126975.9178,28,High School Degree,Ford,East North Central,193471.2874,Sony
4213,92352.48639,31,Some College,Ford,East South Central,468153.7615,Acer
4214,76236.26596,45,High School Degree,Hyundai,West North Central,466857.5995,Sony
4215,147073.2934,27,Less than High School Degree,Nissan,West South Central,227685.4514,Sony
4216,112980.0786,71,4-Year College Degree,Dodge,East South Central,214769.2317,Sony
4217,147670.6223,45,Some College,Chevrolet,Mountain,206219.7153,Sony
4218,79935.46165,68,4-Year College Degree,Mitsubishi,South Atlantic,369842.1732,Sony
4219,55362.67155,33,4-Year College Degree,Toyota,East South Central,500000.0,Acer
4220,47805.44849,29,"Master's, Doctoral or Professional Degree",Jeep,South Atlantic,135375.1487,Acer
4221,40006.96201,36,Less than High School Degree,Chrysler,New England,132737.7341,Sony
4222,143381.8982,75,Some College,None,Mid-Alantic,161803.6486,Sony
4223,96162.35842,31,4-Year College Degree,Cadillac,South Atlantic,65152.91812,Acer
4224,134146.5747,76,4-Year College Degree,Hyundai,East South Central,55131.57531,Sony
4225,77258.77896,45,"Master's, Doctoral or Professional Degree",Hyundai,West South Central,293887.6764,Acer
4226,141265.813,24,Some College,Mitsubishi,West North Central,308080.5093,Sony
4227,107685.5171,23,Some College,Nissan,Pacific,209352.0791,Sony
4228,129165.1236,53,4-Year College Degree,Lincoln,Mountain,220520.584,Sony
4229,21439.84798,75,Less than High School Degree,Honda,Mid-Alantic,412981.1202,Sony
4230,101025.9235,35,4-Year College Degree,Buick,West South Central,84075.821,Sony
4231,143842.2927,78,"Master's, Doctoral or Professional Degree",Mazda,Mid-Alantic,357477.5022,Sony
4232,84973.29315,50,Less than High School Degree,BMW,West South Central,276581.9168,Acer
4233,107276.0244,55,"Master's, Doctoral or Professional Degree",Mazda,Pacific,323991.5975,Acer
4234,85329.84871,78,Less than High School Degree,Honda,Mountain,436010.8391,Sony
4235,24972.87114,70,Less than High School Degree,Mazda,West North Central,428529.741,Sony
4236,60978.10856,42,"Master's, Doctoral or Professional Degree",BMW,Mountain,211689.8674,Sony
4237,93600.79013,28,Some College,Mercedes Benz,Pacific,490076.4055,Acer
4238,96721.343,24,High School Degree,Mercedes Benz,South Atlantic,94455.18641,Sony
4239,20000.0,61,High School Degree,Toyota,Mid-Alantic,292775.7271,Sony
4240,121798.3612,57,Some College,Nissan,Mountain,152552.2105,Acer
4241,108720.6718,45,4-Year College Degree,Nissan,East South Central,10835.67867,Acer
4242,77297.76575,37,4-Year College Degree,Mazda,Mid-Alantic,82542.25706,Acer
4243,112413.2577,26,High School Degree,Kia,East South Central,298971.3182,Sony
4244,49199.07238,69,Some College,Ram,East South Central,51490.89249,Acer
4245,96400.56398,45,"Master's, Doctoral or Professional Degree",Hyundai,Mountain,442855.8364,Acer
4246,148262.2901,58,High School Degree,Kia,West North Central,136663.164,Sony
4247,49658.24945,63,Some College,BMW,East North Central,394702.414,Acer
4248,29476.64721,57,4-Year College Degree,Nissan,New England,158518.8193,Sony
4249,126912.1598,20,High School Degree,Kia,South Atlantic,334797.3703,Sony
4250,65687.91251,53,4-Year College Degree,Chrysler,Pacific,117780.2423,Sony
4251,25913.38884,78,4-Year College Degree,Ram,East South Central,246614.6821,Acer
4252,143428.4681,59,"Master's, Doctoral or Professional Degree",Mercedes Benz,East North Central,317922.6693,Sony
4253,92556.27669,43,4-Year College Degree,Subaru,West South Central,361667.4764,Acer
4254,73947.87938,71,"Master's, Doctoral or Professional Degree",Cadillac,South Atlantic,104412.7341,Acer
4255,147729.2262,64,4-Year College Degree,Cadillac,Mid-Alantic,20999.10555,Sony
4256,65283.59479,67,4-Year College Degree,Mercedes Benz,Mountain,253865.3215,Acer
4257,103429.6124,39,4-Year College Degree,Dodge,Pacific,451460.9695,Sony
4258,58393.41116,32,Less than High School Degree,Nissan,East North Central,358005.9992,Acer
4259,99247.76148,69,"Master's, Doctoral or Professional Degree",None,West South Central,404666.9243,Sony
4260,32251.97548,27,Less than High School Degree,Chevrolet,Mid-Alantic,220635.1379,Sony
4261,71578.92006,45,"Master's, Doctoral or Professional Degree",Jeep,East North Central,259269.7453,Sony
4262,138929.1029,51,Less than High School Degree,Nissan,New England,20079.63288,Sony
4263,30557.65494,67,4-Year College Degree,Lincoln,Mountain,500000.0,Acer
4264,137727.3942,30,High School Degree,None,South Atlantic,377097.8279,Sony
4265,87352.9443,78,4-Year College Degree,Jeep,Pacific,400488.4705,Sony
4266,90543.74037,24,Less than High School Degree,BMW,East South Central,182831.7,Acer
4267,64407.53422,38,4-Year College Degree,Subaru,West South Central,187370.5273,Sony
4268,39235.00886,26,High School Degree,None,Mountain,184116.7338,Sony
4269,70405.46907,34,Some College,BMW,New England,105999.1343,Acer
4270,109032.9213,53,4-Year College Degree,BMW,West North Central,389407.8056,Acer
4271,24103.17719,39,High School Degree,Honda,West North Central,195703.3276,Sony
4272,66441.06836,52,"Master's, Doctoral or Professional Degree",Chrysler,West North Central,258245.3417,Sony
4273,52874.52124,20,4-Year College Degree,Cadillac,West South Central,215476.9012,Acer
4274,65285.30765,61,Some College,Honda,Pacific,146007.7562,Acer
4275,76929.37504,72,Some College,Chevrolet,East North Central,72128.30171,Acer
4276,92744.24411,65,"Master's, Doctoral or Professional Degree",Lincoln,Mountain,6035.011974,Sony
4277,61770.29966,63,"Master's, Doctoral or Professional Degree",Honda,Pacific,455680.7924,Acer
4278,142152.6807,69,Some College,Mazda,East North Central,311735.5811,Sony
4279,92737.89157,26,High School Degree,BMW,New England,270171.2223,Acer
4280,81264.8358,50,4-Year College Degree,Mazda,West South Central,453679.0251,Acer
4281,40177.24948,45,Less than High School Degree,Subaru,Mid-Alantic,184319.4747,Sony
4282,125435.1228,79,Some College,Mercedes Benz,East South Central,228744.6378,Sony
4283,62413.37175,62,Some College,None,East North Central,54890.00927,Acer
4284,70805.31042,80,High School Degree,BMW,West North Central,425236.4659,Acer
4285,125587.2404,23,High School Degree,Honda,Mid-Alantic,298003.2361,Sony
4286,22936.25866,77,Less than High School Degree,Honda,East South Central,151747.777,Acer
4287,138099.4356,23,Some College,Jeep,East South Central,244815.5382,Sony
4288,41332.10033,55,"Master's, Doctoral or Professional Degree",Jeep,West South Central,79178.9427,Sony
4289,92135.02194,61,High School Degree,Hyundai,East South Central,127900.9597,Sony
4290,36870.52877,36,"Master's, Doctoral or Professional Degree",Nissan,West South Central,439735.083,Sony
4291,77702.93339,78,Some College,Ram,Pacific,237412.5531,Sony
4292,97386.85357,38,"Master's, Doctoral or Professional Degree",Chrysler,Pacific,281337.3713,Sony
4293,34101.66328,75,Some College,BMW,East North Central,97324.53283,Acer
4294,50685.87318,62,Less than High School Degree,Jeep,South Atlantic,298591.0067,Acer
4295,131792.3825,55,Some College,Buick,Mid-Alantic,261488.6357,Sony
4296,58053.13429,78,Less than High School Degree,Kia,Mid-Alantic,66787.84273,Acer
4297,77370.79954,28,High School Degree,Hyundai,West North Central,0.0,Acer
4298,107463.067,77,4-Year College Degree,Ford,South Atlantic,469225.4679,Sony
4299,130887.1557,62,Less than High School Degree,Mitsubishi,East South Central,151811.9737,Sony
4300,57139.71605,59,4-Year College Degree,Chrysler,South Atlantic,224136.9538,Sony
4301,77899.12434,36,4-Year College Degree,BMW,West South Central,418443.9171,Acer
4302,121541.7737,48,High School Degree,Honda,East South Central,351185.1746,Acer
4303,88520.74555,24,Some College,Buick,Mid-Alantic,484735.0099,Acer
4304,76327.09137,48,High School Degree,Cadillac,East North Central,206464.2225,Acer
4305,93753.65444,42,High School Degree,Toyota,East South Central,81913.40435,Acer
4306,32774.65762,54,High School Degree,None,West South Central,0.0,Sony
4307,86256.60437,57,High School Degree,Lincoln,East South Central,107517.7758,Acer
4308,83640.7625,41,"Master's, Doctoral or Professional Degree",Mitsubishi,East South Central,197931.3724,Acer
4309,126703.7618,44,4-Year College Degree,Mazda,Mid-Alantic,203740.5844,Sony
4310,49393.44981,37,4-Year College Degree,None,West South Central,287440.2282,Sony
4311,34774.68573,22,Some College,Toyota,West North Central,468780.3083,Sony
4312,78442.65609,22,Less than High School Degree,Jeep,West South Central,22906.79522,Acer
4313,65112.5907,32,Some College,Ram,South Atlantic,41958.96009,Acer
4314,79502.31209,67,Some College,BMW,Pacific,466387.1023,Sony
4315,136428.5988,21,4-Year College Degree,Ford,New England,234171.6611,Sony
4316,44044.68724,32,Some College,Mercedes Benz,West South Central,439468.4892,Sony
4317,126553.5415,30,Less than High School Degree,Dodge,Mid-Alantic,405558.7438,Sony
4318,24597.11934,54,Some College,Mercedes Benz,West South Central,380532.4196,Sony
4319,109186.7874,78,"Master's, Doctoral or Professional Degree",Jeep,Pacific,296113.1631,Sony
4320,119088.6955,22,Some College,Ram,New England,203306.3383,Sony
4321,108820.5319,66,"Master's, Doctoral or Professional Degree",BMW,West South Central,32546.38294,Sony
4322,24546.92675,46,Some College,Hyundai,West South Central,340117.8364,Sony
4323,133981.0969,45,Less than High School Degree,Toyota,West North Central,354719.2105,Sony
4324,136660.6941,30,High School Degree,Lincoln,New England,389840.54,Sony
4325,108084.2818,44,Less than High School Degree,Mazda,East North Central,493287.4199,Acer
4326,150000.0,51,Less than High School Degree,Kia,South Atlantic,112181.907,Sony
4327,84939.50938,59,Less than High School Degree,None,East South Central,55635.33176,Acer
4328,43680.09551,74,Some College,None,South Atlantic,240384.7864,Acer
4329,46430.25401,68,"Master's, Doctoral or Professional Degree",None,Mountain,437485.4749,Acer
4330,56763.33932,26,4-Year College Degree,Toyota,South Atlantic,163373.6409,Acer
4331,73644.91749,25,High School Degree,Mitsubishi,East North Central,424663.6001,Acer
4332,42504.54193,73,"Master's, Doctoral or Professional Degree",Honda,Mountain,22648.56202,Acer
4333,30149.10585,53,"Master's, Doctoral or Professional Degree",Toyota,South Atlantic,125394.2832,Sony
4334,45013.71449,56,4-Year College Degree,Subaru,Mountain,397272.4593,Sony
4335,29786.52683,66,"Master's, Doctoral or Professional Degree",Mercedes Benz,Pacific,295926.4008,Acer
